label	scenario	type	iteration	ref_index	kind	status	prepare_us	write_bytes	wchar	notes
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	4	7	virtual-neogeo	ok	79	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	0	virtual-neogeo	ok	66	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	1	virtual-neogeo	ok	65	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	2	virtual-neogeo	ok	107	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	3	virtual-neogeo	ok	128	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	4	virtual-neogeo	ok	82	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	5	virtual-neogeo	ok	225	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	6	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	5	7	virtual-neogeo	ok	152	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	0	virtual-neogeo	ok	65	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	1	virtual-neogeo	ok	90	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	2	virtual-neogeo	ok	74	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	3	virtual-neogeo	ok	67	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	4	virtual-neogeo	ok	89	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	5	virtual-neogeo	ok	72	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	6	virtual-neogeo	ok	94	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	6	7	virtual-neogeo	ok	93	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	0	virtual-neogeo	ok	178	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	1	virtual-neogeo	ok	77	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	2	virtual-neogeo	ok	87	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	3	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	4	virtual-neogeo	ok	83	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	5	virtual-neogeo	ok	86	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	6	virtual-neogeo	ok	91	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	7	7	virtual-neogeo	ok	102	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	0	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	1	virtual-neogeo	ok	97	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	2	virtual-neogeo	ok	201	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	3	virtual-neogeo	ok	80	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	4	virtual-neogeo	ok	193	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	5	virtual-neogeo	ok	72	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	6	virtual-neogeo	ok	75	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	8	7	virtual-neogeo	ok	89	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	0	virtual-neogeo	ok	156	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	1	virtual-neogeo	ok	67	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	2	virtual-neogeo	ok	90	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	3	virtual-neogeo	ok	85	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	4	virtual-neogeo	ok	137	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	5	virtual-neogeo	ok	222	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	6	virtual-neogeo	ok	75	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	sample	9	7	virtual-neogeo	ok	130	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ITEM15-AFTER-launch-cache-warm-neogeo	warm	summary				errors=0 count=80		81	222	write_bytes=0 wchar=0
ARCH-HANDOFF-BEFORE	warm	sample	0	0	virtual-neogeo	ok	93	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	1	virtual-neogeo	ok	72	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	2	virtual-neogeo	ok	65	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	3	virtual-neogeo	ok	70	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	4	virtual-neogeo	ok	184	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-f052583d17edffd3e99ed9acd75dfa12.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 2 (sonicwi2).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	5	virtual-neogeo	ok	242	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2cf01dfca3b8811d4d4e7d8e6a1e3b7a.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aero Fighters 3 (sonicwi3).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	6	virtual-neogeo	ok	74	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-dab76d2aeb8975415e210dac5606cdd1.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Aggressors of Dark Kombat (aodk).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	7	virtual-neogeo	ok	149	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fbe9540d4797bab6fb6858aa47358c54.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/Alpha Mission II (alpham2).neo
ARCH-HANDOFF-BEFORE	warm	sample	0	8	amigavision	ok	2921	4096	33	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:15%20Years%20of%20Fame%20%28Up%20Rough%29%28OCS%29
ARCH-HANDOFF-BEFORE	warm	sample	0	9	amigavision	ok	1852	4096	15	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1869%20%28AGA%29%5Ben%5D
ARCH-HANDOFF-BEFORE	warm	sample	0	10	amigavision	ok	1856	4096	29	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:1992%20%28Focus%20Design%29%28AGA-060%29
ARCH-HANDOFF-BEFORE	warm	sample	0	11	amigavision	ok	1779	4096	31	target=/media/fat/_Computer/Amiga.mgl ref=magik-amigavision:3001%20O%27Connors%20Fight%20%28OCS%29%5Ben%5D
ARCH-HANDOFF-BEFORE	warm	sample	1	0	virtual-neogeo	ok	99	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-89e332db6e06dfec676056f88b992970.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/2020 Super Baseball (set 1) (2020bb).neo
ARCH-HANDOFF-BEFORE	warm	sample	1	1	virtual-neogeo	ok	96	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-ac5aea18842cb42e886bba963a4192b0.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 2) (2020bba).neo
ARCH-HANDOFF-BEFORE	warm	sample	1	2	virtual-neogeo	ok	64	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-fdfafc8a65586ab1ed69c869a5d8e0d8.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/Prototypes, Revisions, Single-PCBs/2020 Super Baseball (set 3) (2020bbh).neo
ARCH-HANDOFF-BEFORE	warm	sample	1	3	virtual-neogeo	ok	64	0	0	target=/media/fat/mister-magik/launch-cache/virtual-magik-plan-archive-media-fat-games-neogeo-neo-geo-mister-fgpa-ultra-pack-zip-neo-2ed72f6175e209e5ca9df7671ab2cd47.mgl ref=magik-plan:archive:/media/fat/games/NEOGEO/Neo Geo Mister FGPA Ultra Pack.zip/Neo Geo Mister FGPA Ultra Pack/ World A-Z/3 Count Bout (3countb).neo
